CNK;Naam;Subcategorie;Nieuwe prijs;Oude prijs;Korting;Korting
2064350;PARA GROENE THEE GEL 90;Vochtafdrijvers;29.75;35.00;-0.15;0.18
2656189;ORTIS METHODDRAINE DETOXINE FRAMB-VEENBES BIO250ML;Vochtafdrijvers;16.99;19.99;-0.15;0.18
2883536;CELIANE ABRIKOZENTAARTJE GLUTENVRIJ BIO 165G 4594;Proteïnenrijk;3.94;4.38;-0.10;0.11
2648657;RESOURCE 2.0 FIBRE BOSVRUCHTEN 4X200ML 12100791;Vervangvoeding;11.44;12.04;-0.05;0.05
2648640;RESOURCE 2.0 FIBRE NEUTRAAL 4X200ML 12100792;Vervangvoeding;11.44;12.04;-0.05;0.05
2943504;KINESLIM STARTERSET 5 DAGEN;Eiwitdieet-maaltijdvervangers;33.96;39.95;-0.15;0.18
1422567;FRESUBIN ENERGY EASYBAG 1000ML 7368231;Sondevoeding;7.45;7.84;-0.05;0.05
2446748;OLVARIT ZOMERFRUIT APPEL-MANGO-PERZ.-MEL12M 2X200G;Glutenvrij;3.03;3.19;-0.05;0.05
2584985;NUTRISON ADVANCED CUBISON PACK 1L;Sondevoeding;11.19;11.78;-0.05;0.05
3003308;IMOCYSTIN PDR POT 300G;Proteïnenrijk;43.20;48.00;-0.10;0.11
2675569;NUTRISON MULTI FIBRE PACK 1000ML VERVANGT 1325-273;Sondevoeding;8.32;8.76;-0.05;0.05
2763746;FRESUBIN YOCREME PERZIK-ABRIKOOS 4X125G 7119701;Vervangvoeding;7.37;7.76;-0.05;0.05
1329721;LYMPHOMYOSOT GEL 250G HEEL;Cellulitis;42.70;44.95;-0.05;0.05
2518934;FRESUBIN ENERGY DRINK TROPISCHE VRUCHT FL 4X200ML;Vervangvoeding;8.25;8.68;-0.05;0.05
2679504;FRESUBIN 1800 COMPLETE EASYBAG 1500ML;Sondevoeding;9.72;10.23;-0.05;0.05
2981025;LIPO 100% GEL 30;Vetverbranders;17.85;21.00;-0.15;0.18
3148012;KINESLIM MILKSHAKE AARDBEI PDR 400G;Eiwitdieet-maaltijdvervangers;25.60;28.45;-0.10;0.11
2293736;MODIFAST CONTROL REEP ZWARTE-WITTE CHOCOLADE 6;Eiwitdieet-maaltijdvervangers;8.68;9.65;-0.10;0.11
2930360;DELICAL EFFIMAX 2.0 VANILLE 4X200ML;Lactosevrij;10.80;11.37;-0.05;0.05
2517894;FRESUBIN 2KCAL DRINK VANILLE FL 4X200ML;Proteïnenrijk;10.79;11.36;-0.05;0.05
2519130;FRESUBIN PROTEIN ENERGY DRINK NOOTJES FL 4X200ML;Vervangvoeding;9.69;10.20;-0.05;0.05
3289162;MEDSKIN MOKKADRANK TETRA 3X250ML;Eiwitdieet-maaltijdvervangers;8.49;9.99;-0.15;0.18
1744606;BIOVER BIOKRUIDENINFUSIE ZUIVEREND ZAKJE 20;Detox;3.48;4.09;-0.15;0.18
2519304;FREBINI ENERGY FIBRE DRINK KIND CHOCOLA FL 4X200ML;Proteïnenrijk;8.17;8.60;-0.05;0.05
2931095;FARABELLA TAGLIATELLE GLUTENVRIJ 250G 5710;Glutenvrij;3.24;3.60;-0.10;0.11
2705481;CITRITHIN 1 CAPS 120 NUTRISAN;Vetverbranders;36.51;42.95;-0.10;0.18
3115128;PRODIA VRUCHTENKOEKJE + ZOETSTOF 125G 6265;Suikervrij/arm;2.74;3.05;-0.10;0.11
2663896;TYROSINE 500 BE LIFE GEL 120;Hongerstillers;22.95;25.50;-0.10;0.11
2357176;CUBITAN AARDBEI 4X200ML;Vervangvoeding;11.80;12.42;-0.05;0.05
2339588;YMEA SILHOUETTE CAPS 64;Vetverbranders;20.36;23.95;-0.15;0.18
2228484;HERBALGEM CELLULIGEM COMPLEX 50ML;Cellulitis;22.06;25.95;-0.15;0.18
3377538;SOUVENAID CAPPUCCINO 4X125ML;Vervangvoeding;15.15;15.95;-0.05;0.05
2730976;PREFLATINE OK TABL 72 5759;Suikervrij/arm;11.81;13.90;-0.15;0.18
3037199;KINESLIM CRUNCH REEP RODE VRUCHTEN 3X40G;Eiwitdieet-maaltijdvervangers;8.05;8.95;-0.10;0.11
2318038;BIOLYS GROENE THEE-ORTHOSIFON BIO TEA-BAGS 20;Cellulitis;3.98;4.98;-0.20;0.25
3026564;CLINUTREN MIX KIP-GROENTEN NF ZAKJE 6X75G;Proteïnenrijk;10.12;10.65;-0.05;0.05
2891216;KINESLIM CHOCOLADEWAFEL 3X2;Eiwitdieet-maaltijdvervangers;9.31;10.95;-0.15;0.18
2905545;SOUVENAID VANILLE 4X125ML;Vervangvoeding;15.15;15.95;-0.05;0.05
2763746;FRESUBIN YOCREME PERZIK-ABRIKOOS 4X125G 7119701;Proteïnenrijk;7.37;7.76;-0.05;0.05
3211653;FORTIMEL ENERGY CHOCOLADE 4X200ML VERV.2320497;Vervangvoeding;8.50;8.95;-0.05;0.05
3131380;DELICAL MELKDRANK Z/SUIKER THEE-PERZIK 4X200ML;Lactosevrij;7.75;8.16;-0.05;0.05
3227667;DR ERNST SLIM TABS COMP 56;Vetverbranders;21.16;24.90;-0.15;0.18
2616878;SCANDISHAKE MIX VANILLE NF ZAKJE 6X85G;Vervangvoeding;28.55;30.05;-0.05;0.05
3299286;KNEIPP THEE GEWICHTSBEHEERS.ZAKJE 15;Vochtafdrijvers;3.39;3.99;-0.15;0.18
2092971;ERGYDRAINE 150ML;Vochtafdrijvers;10.96;12.90;-0.15;0.18
2826964;FRESUBIN PROTEIN POWDER 300G;Proteïnenrijk;12.51;13.17;-0.05;0.05
2612752;RESOURCE ENERGY DRINK CHOCOLADE 4X200ML;Proteïnenrijk;8.75;9.21;-0.05;0.05
321984;LOPROFIN CRACKERS 150G;Proteïnenarm;5.03;5.30;-0.05;0.05
2940146;BEAUTY SCIENCE PROTEINE SHAKE CHOCOLA-BANAAN 700G;Eiwitdieet-maaltijdvervangers;29.75;35.00;-0.15;0.18
2362630;APPETILIGHT BLISTER TABL 10X6;Hongerstillers;15.30;18.00;-0.15;0.18
