CNK;Naam;Subcategorie;Nieuwe prijs;Oude prijs;Korting;Korting
2372225;FEMIXX COMP 30;Anti-oxidanten;26.10;29.00;-0.10;0.11
2950079;SOVEREIGN SILVER MIST SPRAY 59ML;Luchtwegen;15.54;18.28;-0.15;0.18
2663847;L-CARNITINE 750 BE LIFE GEL 120;Energiegebrek;32.04;35.60;-0.10;0.11
2448801;VIA NATURA PROPROSTEX CAPS 180;Prostaat;38.65;42.95;-0.10;0.11
2498731;ERGYCARTIL PLUS GEL 90;Artrose / slijtage;21.67;25.50;-0.15;0.18
2337293;ALOFERAL CAPS 30;Nagels en haren;7.82;9.20;-0.15;0.18
1555853;DETOXICAPS V-CAPS 60 DEBA;Energiegebrek;11.47;13.50;-0.15;0.18
2388015;DHA FORTE CAPS 60X500MG DEBA;Geheugen;18.61;21.90;-0.15;0.18
1017433;SORIA SORICAPSULE SINGLE N25-S ROYAL JELLY 24;Afweer;14.24;16.75;-0.15;0.18
1500511;CA-MG ZYME BIOTICS COMP 120;Mineralen;16.55;19.47;-0.15;0.18
2448884;VITAFYTEA OMEGA 3-6-9 SOFTCAPS 60;Geheugen;14.87;17.50;-0.15;0.18
3175163;BIO ACTIVE MAGNESIUM COMP 120+30;Mineralen;15.26;17.95;-0.15;0.18
3160108;OENOBIOL ZON INTENSIEF A/RIMPEL NF CAPS 60;Zon;38.08;44.80;-0.15;0.18
2731032;KELP 125Y JODIUM COMP 100;Energiegebrek;9.26;10.90;-0.15;0.18
2250520;ZENIXX KIDZ CAPS 90X 365MG;ADD / ADHD;24.22;28.50;-0.15;0.18
1173434;SELENIUM+ZINC COMP 90;Mineralen;17.81;20.95;-0.15;0.18
2129070;OMNIBIONTA FEMINA COMP 30;Vitaminen;14.41;16.95;-0.15;0.18
2617132;CANDOBLEM CAPS 28;Probiotica;19.12;22.50;-0.15;0.18
2853174;IMEDEEN TIME PERFECTION NEW COMP 60;Huid;54.36;63.95;-0.15;0.18
2927242;VINUPHYT CAPS 60 NUTRISAN;Circulatie;15.11;17.78;-0.15;0.18
3296696;NEOFORCE 200MG CAPS 30X200MG;Zwangerschap en borstvoeding;19.54;22.99;-0.15;0.18
