CNK;Naam;Subcategorie;Nieuwe prijs;Oude prijs;Korting;Korting
1669704;BIOLIGOPHYT SIROOP PERE MICHEL 200ML BIOLIGO;Winterkwalen en weerstand;16.15;19.00;-0.15;0.18
2803104;PEPERMUNT ESS OLIE 100ML PRANAROM;Per klacht;61.00;71.76;-0.15;0.18
1213321;TILMAN LAXEERKRUID ST.GERMAIN 250G;Thees;7.38;8.68;-0.15;0.18
2488922;AROMAFORCE MONDSPRAY ESS OLIE 15ML;Per klacht;8.28;9.74;-0.15;0.18
2563369;ADAPTAROM LOTION PURE REINIGEND 200ML;Per klacht;16.13;18.98;-0.15;0.18
2948537;SUPER DIET MACAFIT BIO AMP 20X15ML;Vrouwelijke problemen;16.48;19.39;-0.15;0.18
3289279;VIA NATURA RASPBERRY KETON.1000 100% NATUR.CAPS 60;Afslanken;19.75;21.95;-0.10;0.11
3156254;PHYTALMA GOMPASTILLES SALIE + STEVIA 50G;Winterkwalen en weerstand;4.46;5.25;-0.15;0.18
3159407;SORIA PECTO BALM CREME 50G 1818;Per klacht;7.44;8.75;-0.15;0.18
1682020;BIOLYS RODE WIJNSTOK+RODE VRUCHTEN TEA-BAGS 20;Thees;3.98;4.98;-0.20;0.25
1108182;SORIA DROSERA ROTUNDIFOLIA EXTR.GLYC 50ML;Winterkwalen en weerstand;10.84;12.75;-0.15;0.18
3267010;RIBES NIGRUM MSA MACERAAT DRUPPELS 50ML;Ademhaling;12.75;15.00;-0.15;0.18
1555952;LUCOVITAAL ALOE VERA COMP 60;Huid, haren & nagels;17.31;20.36;-0.15;0.18
3352622;HERBALGEM MIDOGEM FORTE CEREBR.CIRCUL.CPLX SPR10ML;Hart en bloedvaten;10.16;11.95;-0.15;0.18
2804151;PALMAROSA BIO ESS OLIE 100ML PRANAROM;Per klacht;39.76;46.78;-0.15;0.18
2503928;VOGEL VITAAL TARWEKIEMOLIE CAPS 100;Energiegebrek;7.99;9.99;-0.20;0.25
2902880;PHYSALIS TRANSIT + INFUSIE BIO ZAKJE 20X1,5G;Maag en darmen;3.55;3.95;-0.10;0.11
2937001;SUPER DIET SUPER+ CIRCUL BIO AMP 20X15ML;Hart en bloedvaten;15.91;18.72;-0.15;0.18
3367588;SUPER DIET DESMODIUM BIO CAPS 90;Maag en darmen;9.11;10.72;-0.15;0.18
2665149;CHLORELLA 500 BIO BE LIFE TABL 200;Zuiveringskuur;20.61;22.90;-0.10;0.11
2508075;BIOLYS PASSIEBLOEM-MELISSE TEA-BAGS 20;Mentale klachten;3.98;4.98;-0.20;0.25
2229300;HERBALGEM ROGGE MACERAAT 15ML;Spijsvertering;10.16;11.95;-0.15;0.18
1017557;SORIA SORICAPSULE COMPOSED N11-C MELISSA CMPLX 60;Mentale klachten;12.54;14.75;-0.15;0.18
2637627;TISANE PROSTA 100G;Thees;7.07;8.32;-0.15;0.18
1129386;WELEDA DEODORANT SALVIA 100ML;Huid, haren & nagels;11.89;13.99;-0.15;0.18
1304104;GINKGO FORTE CAPS 120X60MG DEBA;Mentale klachten;22.01;25.90;-0.15;0.18
2697449;OCAL EUPHRASIA PLUS OOGDRUPPELS 15ML;Winterkwalen en weerstand;5.41;6.37;-0.15;0.18
1190230;BACH FLOWER VINE 30ML DYNAR;Overbezorgdheid;8.33;9.80;-0.15;0.18
3255320;HEPUDRAIN NATURAL ENERGY CAPS 60;Maag en darmen;21.24;24.99;-0.15;0.18
2514487;YLANG YLANG EXTRA ESS OLIE BIO 5ML BIOV;Per klacht;10.58;12.45;-0.15;0.18
3181054;BIOTONA HEMP PROTEIN RAW BIO PDR 300G;Superfoods en anti-aging;11.47;13.50;-0.15;0.18
1511625;FOSFATIDYLCHOLINE BIOTICS CAPS 100;Maag en darmen;29.66;34.90;-0.15;0.18
1190115;BACH FLOWER OAK 30ML DYNAR;Moedeloosheid;8.33;9.80;-0.15;0.18
3027133;KONJAC PG PHARMAGENERIX CAPS 40;Afslanken;10.11;11.90;-0.15;0.18
1727320;SORIA NATUSOR GROENE THEE THE INF 20;Superfoods en anti-aging;3.36;3.95;-0.15;0.18
1038819;SORIA COMPOSOR N10 SABAL COMPLEX/URINOSOR 50ML;Mannelijke problemen;14.24;16.75;-0.15;0.18
1600139;BAELE ZWEEDSE KRUIDEN 90G;Zuiveringskuur;7.69;9.05;-0.15;0.18
2520062;PURESSENTIEL EXPERT ROOMSE KAMILLE ESS OLIE 5ML;Per klacht;15.04;17.70;-0.15;0.18
2396844;PRIMAFEC CAPS 24;Maag en darmen;11.64;13.69;-0.15;0.18
1461268;SJANKARA CIPRES BIO ESS OLIE 11ML;Per klacht;5.35;6.30;-0.15;0.18
2725034;BIOLYS GINKGO-GROENE THEE TISANE TEA-BAGS 20;Thees;3.98;4.98;-0.20;0.25
2399301;PURESSENTIEL BALSEM BABY SLAAP 5 ESS OLIE 50ML;Per klacht;13.68;16.10;-0.15;0.18
3343159;MANHAE SERENITY EQUILIBRE COMP 60;Vrouwelijke problemen;16.97;19.96;-0.15;0.18
2229508;HERBALGEM ZWEEDS ELIXER 50ML;Maag en darmen;7.61;8.95;-0.15;0.18
2709848;ORTIS RED ENERGY BIO Z/ALC 1X15ML;Energiegebrek;1.54;2.00;-0.23;0.30
1386135;ARKOCAPS SPIRULINE PLANTAARDIG 150;Energiegebrek;29.32;34.50;-0.15;0.18
133090;ARDENSE THEE NR. 7 BRONCHO PECTOR.;Winterkwalen en weerstand;5.01;5.90;-0.15;0.18
2563351;ADAPTAROM FLUIDE HYDRATEREND 75ML;Per klacht;27.23;32.04;-0.15;0.18
3433257;CHOLIXX RED TABL 240;Hart en bloedvaten;65.45;77.00;-0.15;0.18
1770619;CURMAC TABL 60X 850MG 023;Urinewegen;27.20;32.00;-0.15;0.18
2548006;SAMBUCOL BRUISTABLETTEN 15;Winterkwalen en weerstand;8.46;9.95;-0.15;0.18
1399005;GINSENG POSTULA CAPS 30X390MG;Energiegebrek;16.69;19.64;-0.15;0.18
2667673;PURESSENTIEL BLOEDCIRCULATIE BAD 10 ESS.OLIE 100ML;Per klacht;15.98;18.80;-0.15;0.18
2792760;PURIVAL PLUS SIROOP 200ML NUTRISAN;Zuiveringskuur;20.64;25.80;-0.20;0.25
3180783;BACHBLOESEM BIO N22 OAK 20ML;Moedeloosheid;9.31;10.95;-0.15;0.18
3137924;URIPLEX NF V-CAPS 180;Mannelijke problemen;61.38;68.20;-0.10;0.11
2736445;ACEROLA PLUS GEL 50;Winterkwalen en weerstand;12.78;15.04;-0.15;0.18
2741502;APIVITA SH TONIC WOMEN PHYTOCOMPLEX-MIEL 250ML;Huid, haren & nagels;9.26;10.89;-0.15;0.18
3282209;BIOLYS KOFFER WELZIJN 4X15;Thees;11.92;14.90;-0.20;0.25
2880375;HERBALGEM SANOGEM COMPLEX STERKE VERDEDIGING 50ML;Ademhaling;22.06;25.95;-0.15;0.18
1039015;SORIA SORICAPSULE COMPOSED N30-C GUALAVIT 60;Huid, haren & nagels;16.79;19.75;-0.15;0.18
2611986;PROFYT NF BLISTER TABL 3X10 VERVANGT 2337-095;Mannelijke problemen;13.56;15.95;-0.15;0.18
840124;FLORADIX DRAG 84;Energiegebrek;11.43;13.45;-0.15;0.18
3318532;BIOTONA SUPERGREENS RAW POWDER NF 200G;Superfoods en anti-aging;23.80;28.00;-0.15;0.18
3057064;PHYSIOMANCE DT2 COMP 180 PHY224;Diabetes;49.50;55.00;-0.10;0.11
3180403;BACHBLOESEM BIO N28 SCLERANTHUS 20ML;Onzekerheid;9.31;10.95;-0.15;0.18
2584399;COMPLEXE N8 GEM'POLLEN BIO GUTT 30ML;Ademhaling;12.48;14.68;-0.15;0.18
3294303;GLA BORAGE OLIE CAPS 90 PHARMANUTRICS;Vrouwelijke problemen;20.91;24.60;-0.15;0.18
1599422;TENDOPHYTOL CREME A/DOULEURS 100ML;Spieren en gewrichten;22.91;26.95;-0.15;0.18
86876;THERATOUX PAST 100G;Winterkwalen en weerstand;4.08;4.80;-0.15;0.18
1588052;WELEDA LIPPENBALSEM EVERON STICK 4G;Huid, haren & nagels;4.24;4.99;-0.15;0.18
1683796;ARKOCAPS CITRUS AURANTIUM 45;Afslanken;8.41;9.90;-0.15;0.18
1196690;SORIA NATUSOR N15 DIABESIL THE INF 20;Thees;3.36;3.95;-0.15;0.18
3431848;BIOLYS HONING GOOD NIGHT POT 100G;Honing;10.96;12.90;-0.15;0.18
3178100;PURESSENTIEL A/HAARUITVAL SHAMPOO VERDIKKEND 200ML;Per klacht;12.41;14.60;-0.15;0.18
3148814;HARPAGOPHYTUM PROC. TM 60ML BOIRON;Spieren en gewrichten;10.16;11.95;-0.15;0.18
2228948;HERBALGEM FRAMBOZEN MACERAAT 15ML;Hormonaal;10.16;11.95;-0.15;0.18
1019041;SORIA POLLEN GRAN 225G;Winterkwalen en weerstand;15.07;16.75;-0.10;0.11
2803443;GROVE DEN ESS OLIE 30ML PRANAROM;Per klacht;17.29;20.34;-0.15;0.18
1677814;SORIA DERMOSOR MYCINTIM CREME VAGINAAL 50G;Vrouwelijke problemen;11.01;12.95;-0.15;0.18
2487767;EVENING PRIMROSE 1000 BE LIFE BIO CAPS 60;Vrouwelijke problemen;16.02;17.80;-0.10;0.11
2842854;TANAPLEX COMP 100;Mentale klachten;19.12;22.50;-0.15;0.18
1383744;ARKOCAPS GINKGO BILOBA PLANTAARDIG 150;Mentale klachten;22.82;26.85;-0.15;0.18
3261328;SUPER DIET COMPLEXE VETVERBRANDER BIO COMP 60;Afslanken;12.88;15.15;-0.15;0.18
2431393;STROBLOEM BIO ESS OLIE 5ML PRANAROM;Per klacht;27.96;32.89;-0.15;0.18
3255965;OPTIMIZED RIZINATE V-CAPS 60 NUTRISAN;Maag en darmen;16.03;18.86;-0.15;0.18
3361292;COGNIPLANT COMP 100;Mentale klachten;27.20;32.00;-0.15;0.18
3194990;ORTIS MINACIA GEL STICKS FRAMBOOS 12X12G;Maag en darmen;8.41;9.90;-0.15;0.18
2934974;PURESSENTIEL INTIEME HYGIENE WASGEL BIO 250ML;Per klacht;10.03;11.80;-0.15;0.18
1608769;EFFI TEUNISBLOEM DERGAM CAPS 60X600MG;Vrouwelijke problemen;21.25;25.00;-0.15;0.18
3255866;ALTISA TISANE MIX STOELGANG BIO FILT 20 X 2G;Maag en darmen;4.27;4.49;-0.05;0.05
3153483;BEE NATURE GEZICHTEMULSIE 40ML;Huid, haren & nagels;16.99;19.99;-0.15;0.18
2797736;KANEEL CEYLON BIO ESS OLIE 5ML PRANAROM;Per klacht;14.13;16.62;-0.15;0.18
3138997;LEPPIN COCKTAIL DRAINAGE GEL 90;Urinewegen;13.02;15.32;-0.15;0.18
1770619;CURMAC TABL 60X 850MG 023;Mannelijke problemen;27.20;32.00;-0.15;0.18
3121464;PHYTOSUN PEPERMUNT BIO 10ML;Winterkwalen en weerstand;7.56;8.90;-0.15;0.18
2050896;CARDI-E CAPS 90 METAGENICS;Superfoods en anti-aging;22.52;26.49;-0.15;0.18
3095445;ALTISA HAAR-NAGELS ADVANCED TABL 50;Huid, haren & nagels;19.42;22.85;-0.10;0.18
2936409;MANNAVITAL SALVESTROL PLATINUM CAPS 60;Superfoods en anti-aging;67.15;79.00;-0.15;0.18
3188018;PARAXI PLUS V-CAPS 90 PHARMANUTRICS;Maag en darmen;34.85;41.00;-0.15;0.18
2660124;PHYTOCOLOR 2 BRUIN;Huid, haren & nagels;12.75;15.00;-0.15;0.18
1769009;LEPPIN TEUNISBLOEMOLIE 500MG 10% GLA CAPS 60;Vrouwelijke problemen;8.70;10.24;-0.15;0.18
2878379;IMMURIL V-CAPS 60 NUTRISAN;Winterkwalen en weerstand;19.78;24.73;-0.20;0.25
3282852;MB ZEN NF CAPS 60 CFR 3535069;Mentale klachten;23.13;25.70;-0.10;0.11
3094935;ARTERIN COMP 90 + 30 PROMO;Hart en bloedvaten;21.06;27.00;-0.22;0.28
2713568;INOVANCE TEUNISBLOEM-ZWARTE BES CAPS 100 CA042N;Huid, haren & nagels;18.00;20.00;-0.10;0.11
2542652;ARKOCAPS POMPOENPITOLIE CAPS 60;Mannelijke problemen;9.73;11.45;-0.15;0.18
2910479;MELAPI CITROEN-HONING BONBONS 100G 5370;Winterkwalen en weerstand;2.68;2.98;-0.10;0.11
661900;ARDENSE THEE NR. 2 INF RHEUMA ART.;Spieren en gewrichten;5.69;6.70;-0.15;0.18
3153616;CHOLEMIX PLUS POT COMP 90 PHARMANUTRICS;Hart en bloedvaten;23.80;28.00;-0.15;0.18
1626639;GERANIUM EGYPTE ESS OLIE 10ML PRANAROM;Per klacht;11.78;13.86;-0.15;0.18
2228856;HERBALGEM EIK MACERAAT 50ML;Energie;22.06;25.95;-0.15;0.18
2228864;HERBALGEM CITROENBOOM MACERAAT 15ML;Hart en bloedvaten;10.16;11.95;-0.15;0.18
3146123;ARKO ESSENTIEL CITROEN EUCALYPTUS 10ML;Per klacht;6.20;7.30;-0.15;0.18
3093267;PURESSENTIEL SLAAP ONTSPAN.SPRAY 12 ESS OLIE 200ML;Per klacht;33.87;39.85;-0.15;0.18
3007978;PHYTOSUN STOPCONTACT VERSTUIVER TABL 10;Verspreiders;4.21;4.95;-0.15;0.18
2601003;ELUSANES PROPOLIS POT GEL 60;Winterkwalen en weerstand;14.36;16.90;-0.15;0.18
1342773;ARKOCAPS GROTE KLIS PLANTAARDIG 45;Maag en darmen;8.41;9.90;-0.15;0.18
1552561;CHLOROPHYL CAPS 90X100MG DEBA;Superfoods en anti-aging;27.11;31.90;-0.15;0.18
1189935;BACH FLOWER CERATO 30ML DYNAR;Onzekerheid;8.33;9.80;-0.15;0.18
2656411;HERBALGEM ARTISEVE 250ML;Spieren en gewrichten;16.96;19.95;-0.15;0.18
2682979;VITAFYTEA RELAN TABL 30;Mentale klachten;15.26;17.95;-0.15;0.18
2086155;TISANE HEMORO 200G PLANT R;Thees;19.42;22.85;-0.15;0.18
1132810;EUCALYPTUS SIROP 150ML UNDA;Winterkwalen en weerstand;8.26;9.72;-0.15;0.18
2878460;SORIA PHOSFOACTIV VIALS 20X15ML 6106;Mentale klachten;25.29;29.75;-0.15;0.18
3209186;OPTIM CURCUMA BLISTER CAPS 30;Spieren en gewrichten;21.16;24.90;-0.15;0.18
3002763;PACE CALM CAPS 60;Mentale klachten;14.73;17.33;-0.15;0.18
1746544;VITAFYTEA FYTO TRANQUIL 100ML;Mentale klachten;20.82;24.50;-0.15;0.18
2721074;ARTI-FORTE+ TABL 120;Spieren en gewrichten;42.24;49.70;-0.15;0.18
2561470;MANNAVITAL TENSOTON COMP 60;Hart en bloedvaten;11.43;13.45;-0.15;0.18
1039007;SORIA COMPOSOR N 8 ECHINASOR 50ML;Winterkwalen en weerstand;12.54;14.75;-0.15;0.18
1038843;SORIA COMPOSOR N41 GINCOX/MEMOSOR 50ML;Mentale klachten;12.54;14.75;-0.15;0.18
1750926;BIOTTA TOMATENSAP 500ML;Superfoods en anti-aging;2.09;2.20;-0.05;0.05
2492668;KORRES KM BLUSH ZEA MAYS 44 ORANGE;Huid, haren & nagels;22.95;27.00;-0.15;0.18
1355270;DYNADIPO CAPS 60 DYNAR;Afslanken;10.11;11.90;-0.15;0.18
1173483;BIOACTIVE GARLIC COMP 60;Hart en bloedvaten;8.07;9.50;-0.15;0.18
2056547;ACTIVOX KRUIDENSIROOP NF 150ML;Winterkwalen en weerstand;7.61;8.95;-0.15;0.18
3350857;ZINZIXX PLUS CAPS 20;Vrouwelijke problemen;12.71;14.95;-0.15;0.18
3288750;ARKO ESSENTIEL SPIJSVERTERING GRAN.20;Maag en darmen;12.24;14.40;-0.15;0.18
3352614;HERBALGEM MIDOGEM COMF CEREBRALE CIRCUL.CPLX 50ML;Stress en slapeloosheid;22.06;25.95;-0.15;0.18
3396199;ALLERGOFORCE NEUSSPRAY ESS OLIE NF 15ML;Per klacht;8.08;9.51;-0.15;0.18
2746709;LIPEQ 10 GEL 60;Hart en bloedvaten;19.08;21.20;-0.10;0.11
2983286;ELIMIN FRESH CITROEN-ANIJS TEA-BAGS 24;Afslanken;5.06;5.95;-0.15;0.18
3255973;SENSOFYT COMP 60;Mannelijke problemen;16.83;19.80;-0.15;0.18
2687978;INOVANCE BERNAGIE CASSIS CAPS 100 CA041N;Vrouwelijke problemen;18.00;20.00;-0.10;0.11
2064301;PARA OLIJFBLADEREN GEL 90;Hart en bloedvaten;18.45;20.50;-0.10;0.11
2599025;SALUS ALPENKRAFT BONBONS 75G;Winterkwalen en weerstand;2.20;2.59;-0.15;0.18
2412187;ARTISJOK-ZWARTE RADIJS BIO AMP 20X10ML BIOTECHNIE;Maag en darmen;7.64;8.99;-0.15;0.18
3281086;ENJOY 45+ DRUPPELS FL 20ML;Vrouwelijke problemen;15.30;18.00;-0.15;0.18
1740752;BACH RESCUE SPRAY 20ML;Angst;16.96;19.95;-0.15;0.18
2443349;ABOCA ROYAL GELLY BIO TABL 40;Winterkwalen en weerstand;12.37;14.55;-0.15;0.18
3180668;BACHBLOESEM BIO N11 ELM 20ML;Moedeloosheid;9.31;10.95;-0.15;0.18
3003936;PHYTOSTANDARD HARPAGOPHYTUM CAPS 60;Spieren en gewrichten;17.00;20.00;-0.15;0.18
1539717;VOGEL HYPERISAN GUTT 50ML;Hart en bloedvaten;7.96;9.95;-0.20;0.25
3175031;KWALITIS GEL 45;Mentale klachten;22.52;26.50;-0.15;0.18
2217909;HERBALGEM NOCTIGEM COMPLEX 15ML;Stress en slapeloosheid;10.16;11.95;-0.15;0.18
2396893;PRIMASUR CAPS 60;Mentale klachten;26.30;30.94;-0.15;0.18
1682996;WINTERCARE DENNENSIROOP ZS 150ML;Winterkwalen en weerstand;6.79;7.99;-0.15;0.18
1416627;ECHINALIS NATUURLIJKE WEERSTAND CAPS 30;Winterkwalen en weerstand;11.47;13.50;-0.15;0.18
2598167;AROMAFORCE SIROOP 150ML;Per klacht;7.70;9.06;-0.15;0.18
3118940;PHYSALIS MEMORY+ SOFTCAPS 30;Mentale klachten;14.40;16.00;-0.10;0.11
2902823;PHYSALIS FAT BURNER INFUSIE BIO ZAKJE 20X1,5G;Thees;3.55;3.95;-0.10;0.11
2550424;ELIMIN BREAK 0% APPEL-KARAMEL TEA-BAGS 20;Thees;5.01;5.90;-0.15;0.18
3319449;GINJER ORIGINAL XYLITOL KAUWGOM 30G;Maag en darmen;3.36;3.95;-0.15;0.18
2997609;ARKO ESSENTIEL LAVENDEL OFFICINALE 10ML;Per klacht;9.73;11.45;-0.15;0.18
3047560;OMEGARIL 7 SOFTGELS 120 NUTRISAN;Vrouwelijke problemen;48.44;53.82;-0.10;0.11
3308657;VITANZA HQ SUPERFOOD ULTRA MIX BERRIES BIO 200G;Superfoods en anti-aging;11.73;13.80;-0.15;0.18
3379468;MANNAVITAL RED YEAST RICE PLATINIUM V-CAPS 60;Hart en bloedvaten;16.96;19.95;-0.15;0.18
3130390;CRANBEROLA CAPS 60 VERV.2340487;Urinewegen;17.85;21.00;-0.15;0.18
2336410;KAMILLOSAN OCEAN NEUSSPRAY 100ML;Winterkwalen en weerstand;8.49;9.99;-0.15;0.18
1686385;DORTIL GUTT 30ML;Mentale klachten;8.50;10.00;-0.15;0.18
3215035;DR ERNST GOOD NIGHT TABS COMP 42 VERV.3052081;Mentale klachten;11.39;13.40;-0.15;0.18
3040482;OMEGARIL 7 SOFTGELS 60 NUTRISAN;Vrouwelijke problemen;28.35;33.35;-0.15;0.18
2170876;PHYTO SOYA 35MG CAPS 60;Vrouwelijke problemen;23.12;27.20;-0.15;0.18
2236057;KATIMA A LICHAAMSOLIE 150ML;Huid, haren & nagels;33.15;39.00;-0.15;0.18
2667525;KNEIPP MASSAGE OLIE LAVENDEL 100ML;Huid, haren & nagels;8.49;9.99;-0.15;0.18
2955946;VITANZA HQ DUO FIT BLISTER TABL 2X30;Energiegebrek;19.12;22.50;-0.15;0.18
3007432;MANDARIJN BIO BLISTER CAPS 2X15 PRANAROM;Mentale klachten;9.55;11.24;-0.15;0.18
3356508;BACHBLOESEM BIO PASTILLES N39 NOODGEVALLEN 50G;Onzekerheid;5.99;7.05;-0.15;0.18
3240132;PHYSALIS ROLL-ON SOS BALM BIO 4ML;Per klacht;7.92;8.80;-0.10;0.11
3048444;VLIERBESSENSIROOP REVOGAN 1000ML 5093;Winterkwalen en weerstand;16.23;19.10;-0.15;0.18
2694156;PURESSENTIEL GEWRICHTEN GEL 14 ESS OLIE 60ML;Per klacht;12.54;14.75;-0.15;0.18
1256817;ARTHROPHYTOL CREME 50ML;Per klacht;14.41;16.95;-0.15;0.18
1343045;ARKOCAPS ELEUTHEROCCUS PLANTAARDIG 45;Mentale klachten;11.52;13.55;-0.15;0.18
2213700;HERBALGEM NOCTIGEM COMPLEX 50ML;Stress en slapeloosheid;22.06;25.95;-0.15;0.18
2388759;ARTERIN COMP 90;Hart en bloedvaten;21.06;27.00;-0.22;0.28
3199601;IMIXX JUNIOR FRAMBOOS KAUWTABL 30;Winterkwalen en weerstand;17.21;20.25;-0.15;0.18
1571744;VITAFYTEA SEDA NIGHT COMP 90;Mentale klachten;35.66;41.95;-0.15;0.18
1739358;DOLOTHAMNE COMP 180;Spieren en gewrichten;35.10;39.00;-0.10;0.11
1260645;TENDOPHYTOL CREME A/DOULEURS 50ML;Per klacht;14.41;16.95;-0.15;0.18
3022092;PHYSALIS EPF PANAX GINSENG BIO 100ML;Energiegebrek;11.25;12.50;-0.10;0.11
3051950;DR ERNST GOOD NIGHT TEA 20;Mentale klachten;4.23;4.98;-0.15;0.18
2970549;STATIQINON FORTE CAPS 60+COMP 30;Hart en bloedvaten;19.12;22.50;-0.15;0.18
1190024;BACH FLOWER GORSE 30ML DYNAR;Onzekerheid;8.33;9.80;-0.15;0.18
1358696;BACH RESCUE GUTT 10ML;Angst;9.31;10.95;-0.15;0.18
2809283;ARKOROYAL DYNERGIE UNICADOSES 10;Energiegebrek;11.77;13.85;-0.15;0.18
1366459;CATS CLAW COMP 60;Winterkwalen en weerstand;21.24;23.60;-0.10;0.11
1559855;SORIA CITRIFIN COMP 60X950MG;Afslanken;12.54;14.75;-0.15;0.18
2563377;ADAPTAROM CREME VOEDEND 50ML;Per klacht;27.23;32.04;-0.15;0.18
1343490;ARKOCAPS PASSIEBLOEM PLANTAARDIG 45;Mentale klachten;8.41;9.90;-0.15;0.18
2137438;BIOPAUSE COMP 60;Vrouwelijke problemen;10.45;12.29;-0.15;0.18
3111697;AROMAPIC CURATIF ROLLER 15ML;Per klacht;9.12;10.73;-0.15;0.18
1600139;BAELE ZWEEDSE KRUIDEN 90G;Maag en darmen;7.69;9.05;-0.15;0.18
1189943;BACH FLOWER CENTAURY 30ML DYNAR;Overgevoeligheid;8.33;9.80;-0.15;0.18
2113306;BIO CHOLESTOCARE BIOTICS CAPS 60;Hart en bloedvaten;46.39;54.58;-0.15;0.18
3209608;OCAL EUPHRASIA PLUS MONODOSIS 20;Winterkwalen en weerstand;7.14;8.40;-0.15;0.18
2076784;OLIGOPHYTUM MN-CO TUBE MICRO-COMP 3X100 HOLISTICA;Maag en darmen;13.80;16.24;-0.15;0.18
2838266;PURESSENTIEL EXPERT RAVINTSARA BIO ESS OLIE 5ML;Per klacht;6.08;7.15;-0.15;0.18
2398972;PURESSENTIEL SLAAP ONTSPAN. BAD 12 ESS OLIE 100ML;Per klacht;15.98;18.80;-0.15;0.18
3261484;PHYSIOMER EUCALYPTUS POCKET 20ML;Winterkwalen en weerstand;6.33;7.45;-0.15;0.18
2948537;SUPER DIET MACAFIT BIO AMP 20X15ML;Mannelijke problemen;16.48;19.39;-0.15;0.18
2974442;FYTOBELL ANTOXID-PLUS COMP 100;Superfoods en anti-aging;25.46;29.95;-0.15;0.18
1342955;ARKOCAPS MARIADISTEL PLANTAARDIG 45;Maag en darmen;8.41;9.90;-0.15;0.18
3407939;SORIA GIGANTIOX COMP 60;Superfoods en anti-aging;21.04;24.75;-0.15;0.18
2229318;HERBALGEM ROGGE MACERAAT 50ML;Spijsvertering;22.06;25.95;-0.15;0.18
3227733;IMIXX JUNIOR FRAMBOOS KAUWTABL 90;Winterkwalen en weerstand;41.65;49.00;-0.15;0.18
2899870;FYTOBELL CARDUBELL NF GUTT 100ML;Maag en darmen;13.81;16.25;-0.15;0.18
2898203;MUSCLES & ARTICULATIONS TABL 45 BIOVER;Spieren en gewrichten;10.19;11.99;-0.15;0.18
2704393;PURESSENTIEL ADEMHALING KEELSPRAY 15ML;Per klacht;7.99;9.40;-0.15;0.18
3295870;BELAGIO GEL FL 60;Vrouwelijke problemen;19.84;22.05;-0.10;0.11
2664035;GINK-GO 3000 BE LIFE CAPS 180;Mentale klachten;22.32;24.80;-0.10;0.11
3298957;PHYTOSUN STARTERPACK RELAX 2+1 GRATIS;Per klacht;16.06;18.90;-0.15;0.18
2704393;PURESSENTIEL ADEMHALING KEELSPRAY 15ML;Winterkwalen en weerstand;7.99;9.40;-0.15;0.18
3273125;PELARGAN CAPS 60;Winterkwalen en weerstand;22.27;26.20;-0.15;0.18
1391689;CHELIDERM ZALF A/WRATTEN 40G UNDA;Huid, haren & nagels;7.91;9.31;-0.15;0.18
2972487;VIVADIS MACA POWDER 180G;Mannelijke problemen;24.30;27.00;-0.10;0.11
1555184;PROPOLIS CAPS 100X500MG DEBA;Winterkwalen en weerstand;23.71;27.90;-0.15;0.18
2878999;SHITAKE 2700 BIO BE LIFE V-CAPS 60;Winterkwalen en weerstand;14.58;16.20;-0.10;0.11
3148699;ECHINACEA ANGUSTIFOLIA TM 60ML BOIRON;Winterkwalen en weerstand;10.16;11.95;-0.15;0.18
1017425;SORIA SORICAPSULE SINGLE N24-S HARPAGOPHYT.PROC.60;Spieren en gewrichten;12.54;14.75;-0.15;0.18
1764679;EUCALYGUM PECTORALE GOMMETJES MET SUIKER 40G;Winterkwalen en weerstand;3.48;4.10;-0.15;0.18
3062452;HERBALGEM PROPOLIS BREED SPECTRUM BIO SPRAY 15ML;Winterkwalen en weerstand;8.92;10.50;-0.15;0.18
3085248;HERBALGEM FEM50+GEM VROUWCOMPLEX 50+ 50ML;Hormonaal;22.06;25.95;-0.15;0.18
3188257;CURCUDYN CAPS 60 18127 METAGENICS;Spieren en gewrichten;14.99;19.99;-0.25;0.33
3357472;GLUCOCARE TABL 90;Diabetes;41.56;48.90;-0.15;0.18
1038892;SORIA COMPOSOR N20 OSTEOSOR 50ML;Spieren en gewrichten;12.54;14.75;-0.15;0.18
2213650;HERBALGEM IMMUNOGEM COMPLEX 15ML;Ademhaling;10.16;11.95;-0.15;0.18
2209302;HERBALGEM TONIGEM COMPLEX 15ML;Energie;10.16;11.95;-0.15;0.18
3121340;PHYTOSUN GROVE DEN BIO 5ML;Per klacht;5.52;6.50;-0.15;0.18
2906717;MELAPI HONING MANUKA 250G 5573;Honing;9.85;10.95;-0.10;0.11
3319829;BROCCOLI 300 V-CAPS 60 DEBA;Superfoods en anti-aging;31.41;36.95;-0.15;0.18
2882496;DAMHERT STRALEND UITERLIJK COMP 30;Huid, haren & nagels;3.87;4.55;-0.15;0.18
3348992;ARKOFLUIDE ONTSPANNEN SLAAP UNICAD.20 VERV.3153731;Mentale klachten;15.30;18.00;-0.15;0.18
1343144;ARKOCAPS GEMBER PLANTAARDIG 45;Vrouwelijke problemen;8.41;9.90;-0.15;0.18
1720002;SJANKARA POMPELMOES ESS OLIE 11ML;Per klacht;6.71;7.90;-0.15;0.18
2625697;FYTOSTAR PYCNOGENOL CAPS 30 7587;Superfoods en anti-aging;28.01;32.95;-0.15;0.18
1740562;BACH FLOWER REMEDIE 20 MIMULUS 20ML;Angst;10.16;11.95;-0.15;0.18
